time_step, outer_nonlinear_iteration, Inner_non_linear_iterations,
      44,        2,        1,
      44,        3,        1,
      44,        4,        1,
      45,        1,        1,
      45,        2,        1,
      45,        3,        1,
      45,        4,        1,
      46,        1,        1,
      46,        2,        1,
      46,        3,        1,
      46,        4,        1,
      47,        1,        1,
      47,        2,        1,
      47,        3,        1,
      47,        4,        1,
      48,        1,        1,
      48,        2,        1,
      48,        3,        1,
      48,        4,        1,
      49,        1,        1,
      49,        2,        1,
      49,        3,        1,
      49,        4,        1,
      50,        1,        1,
      50,        2,        1,
      50,        3,        1,
      50,        4,        1,
      51,        1,        1,
      51,        2,        1,
      51,        3,        2,
      51,        4,        1,
      52,        1,        1,
      52,        2,        1,
      52,        3,        2,
      52,        4,        1,
      53,        1,        1,
      53,        2,        1,
      53,        3,        2,
      53,        4,        1,
      54,        1,        1,
      54,        2,        1,
      54,        3,        2,
      54,        4,        1,
      55,        1,        1,
      55,        2,        1,
      55,        3,        2,
      55,        4,        1,
      56,        1,        1,
      56,        2,        1,
      56,        3,        4,
      56,        4,        1,
      56,        5,        1,
      56,        6,        1,
      56,        7,        9,
      57,        1,        1,
      57,        2,        1,
      57,        3,        5,
      58,        1,        1,
      58,        2,        1,
      58,        3,       10,
      59,        1,        1,
      59,        2,        1,
      59,        3,       10,
      60,        1,        1,
      60,        2,        1,
      60,        3,       10,
      61,        1,        1,
      61,        2,        1,
      61,        3,        4,
      61,        4,        1,
      62,        1,        1,
      62,        2,        1,
      62,        3,        2,
      62,        4,        2,
      63,        1,        1,
      63,        2,        1,
      63,        3,        4,
      63,        4,        1,
      63,        5,        1,
      63,        6,        1,
      63,        7,        1,
      63,        8,        1,
      63,        9,        1,
      63,       10,        1,
      63,       11,        1,
      63,       12,        1,
      63,       13,        1,
      63,       14,        3,
      64,        1,        1,
      64,        2,        1,
      64,        3,        4,
      64,        4,        1,
      65,        1,        1,
      65,        2,        1,
      65,        3,        1,
      65,        4,        1,
      65,        5,        1,
      66,        1,        1,
      66,        2,        1,
      66,        3,        1,
      66,        4,        1,
      66,        5,        1,
      67,        1,        1,
      67,        2,        1,
      67,        3,        1,
      67,        4,        1,
      67,        5,        1,
      68,        1,        1,
      68,        2,        1,
      68,        3,        1,
      68,        4,        1,
      69,        1,        1,
      69,        2,        1,
      69,        3,        1,
      69,        4,        1,
      69,        5,        1,
      70,        1,        1,
      70,        2,        1,
      70,        3,        1,
      70,        4,        1,
      70,        5,        1,
      71,        1,        1,
      71,        2,        1,
      71,        3,        1,
      71,        4,        1,
      72,        1,        1,
      72,        2,        1,
      72,        3,        1,
      72,        4,        1,
      73,        1,        1,
      73,        2,        1,
      73,        3,        1,
      73,        4,        1,
      74,        1,        1,
      74,        2,        1,
      74,        3,        1,
      74,        4,        1,
      75,        1,        1,
      75,        2,        1,
      75,        3,        1,
      75,        4,        1,
      76,        1,        1,
      76,        2,        1,
      76,        3,        1,
      76,        4,        1,
      77,        1,        1,
      77,        2,        1,
      77,        3,        1,
      77,        4,        1,
      78,        1,        1,
      78,        2,        1,
      78,        3,        1,
      78,        4,        1,
      79,        1,        1,
      79,        2,        1,
      79,        3,        1,
      79,        4,        1,
      80,        1,        1,
      80,        2,        1,
      80,        3,        1,
      80,        4,        1,
      81,        1,        1,
      81,        2,        1,
      81,        3,        1,
      81,        4,        1,
      82,        1,        1,
      82,        2,        1,
      82,        3,        1,
      82,        4,        1,
      83,        1,        1,
      83,        2,        1,
      83,        3,        1,
      83,        4,        1,
      84,        1,        1,
      84,        2,        1,
      84,        3,        1,
      84,        4,        1,
      85,        1,        1,
      85,        2,        1,
      85,        3,        1,
      85,        4,        1,
      86,        1,        1,
      86,        2,        1,
      86,        3,        1,
      86,        4,        1,
      87,        1,        1,
      87,        2,        1,
      87,        3,        1,
      87,        4,        1,
      88,        1,        1,
      88,        2,        1,
      88,        3,        1,
      88,        4,        1,
      89,        1,        1,
      89,        2,        1,
      89,        3,        2,
      89,        4,        1,
      90,        1,        1,
      90,        2,        1,
      90,        3,        1,
      90,        4,        1,
      91,        1,        1,
      91,        2,        1,
      91,        3,        1,
      91,        4,        1,
      92,        1,        1,
      92,        2,        1,
      92,        3,        2,
      92,        4,        1,
      93,        1,        1,
      93,        2,        1,
      93,        3,        2,
      93,        4,        1,
      94,        1,        1,
      94,        2,        1,
      94,        3,        1,
      94,        4,        1,
      95,        1,        1,
      95,        2,        1,
      95,        3,        2,
      95,        4,        1,
      96,        1,        1,
      96,        2,        1,
      96,        3,        2,
      96,        4,        1,
      97,        1,        1,
      97,        2,        1,
      97,        3,        2,
      97,        4,        1,
      98,        1,        1,
      98,        2,        1,
      98,        3,        2,
      98,        4,        1,
      99,        1,        1,
      99,        2,        1,
      99,        3,        2,
      99,        4,        1,
     100,        1,        1,
     100,        2,        1,
     100,        3,        2,
     100,        4,        1,
     101,        1,        1,
     101,        2,        1,
     101,        3,        2,
     101,        4,        1,
     102,        1,        1,
     102,        2,        1,
     102,        3,        2,
     102,        4,        1,
     103,        1,        1,
     103,        2,        1,
     103,        3,        2,
     103,        4,        1,
     104,        1,        1,
     104,        2,        1,
     104,        3,        2,
     104,        4,        1,
     105,        1,        1,
     105,        2,        1,
     105,        3,        2,
     105,        4,        1,
     106,        1,        1,
     106,        2,        1,
     106,        3,        2,
     106,        4,        1,
     107,        1,        1,
     107,        2,        1,
     107,        3,        2,
     107,        4,        1,
     108,        1,        1,
     108,        2,        1,
     108,        3,        2,
     108,        4,        1,
     109,        1,        1,
     109,        2,        1,
     109,        3,        2,
     109,        4,        1,
     109,        5,        1,
     110,        1,        1,
     110,        2,        1,
     110,        3,        2,
     110,        4,        1,
     111,        1,        1,
     111,        2,        1,
     111,        3,        2,
     111,        4,        2,
     112,        1,        1,
     112,        2,        1,
     112,        3,        3,
     112,        4,        1,
     113,        1,        1,
     113,        2,        1,
     113,        3,        4,
     113,        4,        2,
     114,        1,        1,
     114,        2,        1,
     114,        3,        2,
     114,        4,        2,
     115,        1,        1,
     115,        2,        1,
     115,        3,        2,
     115,        4,        2,
     116,        1,        1,
     116,        2,        1,
     116,        3,        1,
     116,        4,        1,
     117,        1,        1,
     117,        2,        1,
     117,        3,        1,
     117,        4,        1,
     118,        1,        1,
     118,        2,        1,
     118,        3,        1,
     118,        4,        1,
     119,        1,        1,
     119,        2,        1,
     119,        3,        1,
     119,        4,        1,
     120,        1,        1,
     120,        2,        1,
     120,        3,        1,
     120,        4,        1,
     121,        1,        1,
     121,        2,        1,
     121,        3,        1,
     121,        4,        1,
     121,        5,        1,
     122,        1,        1,
     122,        2,        1,
     122,        3,        1,
     122,        4,        2,
     123,        1,        1,
     123,        2,        1,
     123,        3,        1,
     123,        4,        1,
     124,        1,        1,
     124,        2,        1,
     124,        3,        1,
     124,        4,        1,
     125,        1,        1,
     125,        2,        1,
     125,        3,        1,
     125,        4,        3,
     126,        1,        1,
     126,        2,        1,
     126,        3,        1,
     126,        4,        1,
     127,        1,        1,
     127,        2,        1,
     127,        3,        1,
     127,        4,        1,
     128,        1,        1,
     128,        2,        1,
     128,        3,        1,
     128,        4,        1,
     129,        1,        1,
     129,        2,        1,
     129,        3,        1,
     129,        4,        1,
     130,        1,        1,
     130,        2,        1,
     130,        3,        1,
     130,        4,        1,
     131,        1,        1,
     131,        2,        1,
     131,        3,        1,
     131,        4,        1,
     132,        1,        1,
     132,        2,        1,
     132,        3,        1,
     132,        4,        1,
     133,        1,        1,
     133,        2,        1,
     133,        3,        1,
     133,        4,        1,
     134,        1,        1,
     134,        2,        1,
     134,        3,        2,
     134,        4,        1,
     135,        1,        1,
     135,        2,        1,
     135,        3,        2,
     135,        4,        1,
     136,        1,        1,
     136,        2,        1,
     136,        3,        2,
     136,        4,        1,
     137,        1,        1,
     137,        2,        1,
     137,        3,        2,
     137,        4,        1,
     138,        1,        1,
     138,        2,        1,
     138,        3,        2,
     138,        4,        1,
     139,        1,        1,
     139,        2,        1,
     139,        3,        2,
     139,        4,        1,
     140,        1,        1,
     140,        2,        1,
     140,        3,        2,
     140,        4,        1,
     141,        1,        1,
     141,        2,        1,
     141,        3,        2,
     141,        4,        1,
     142,        1,        1,
     142,        2,        1,
     142,        3,        2,
     142,        4,        1,
     143,        1,        1,
     143,        2,        1,
     143,        3,        2,
     143,        4,        1,
     144,        1,        1,
     144,        2,        1,
     144,        3,        2,
     144,        4,        1,
     145,        1,        1,
     145,        2,        1,
     145,        3,        2,
     145,        4,        1,
     146,        1,        1,
     146,        2,        1,
     146,        3,        2,
     146,        4,        1,
     147,        1,        1,
     147,        2,        1,
     147,        3,        2,
     147,        4,        1,
     148,        1,        1,
     148,        2,        1,
     148,        3,        2,
     148,        4,        1,
     149,        1,        1,
     149,        2,        1,
     149,        3,        2,
     149,        4,        1,
     150,        1,        1,
     150,        2,        1,
     150,        3,        2,
     150,        4,        1,
