time_step, outer_nonlinear_iteration, Inner_non_linear_iterations,
      59,        2,        1,
      59,        3,        1,
      59,        4,        1,
      60,        1,        1,
      60,        2,        1,
      60,        3,        1,
      60,        4,        1,
      61,        1,        1,
      61,        2,        1,
      61,        3,        1,
      61,        4,        1,
      62,        1,        1,
      62,        2,        1,
      62,        3,        1,
      62,        4,        1,
      63,        1,        1,
      63,        2,        1,
      63,        3,        1,
      63,        4,        1,
      64,        1,        1,
      64,        2,        1,
      64,        3,        1,
      64,        4,        1,
      65,        1,        1,
      65,        2,        1,
      65,        3,        1,
      65,        4,        1,
      66,        1,        1,
      66,        2,        1,
      66,        3,        1,
      66,        4,        1,
      67,        1,        1,
      67,        2,        1,
      67,        3,        1,
      67,        4,        1,
      68,        1,        1,
      68,        2,        1,
      68,        3,        1,
      68,        4,        1,
      69,        1,        1,
      69,        2,        1,
      69,        3,        1,
      69,        4,        1,
      70,        1,        1,
      70,        2,        1,
      70,        3,        1,
      70,        4,        1,
      71,        1,        1,
      71,        2,        1,
      71,        3,        1,
      71,        4,        1,
      72,        1,        1,
      72,        2,        1,
      72,        3,        1,
      72,        4,        1,
      73,        1,        1,
      73,        2,        1,
      73,        3,        1,
      73,        4,        1,
      74,        1,        1,
      74,        2,        1,
      74,        3,        1,
      74,        4,        1,
      75,        1,        1,
      75,        2,        1,
      75,        3,        1,
      75,        4,        1,
      76,        1,        1,
      76,        2,        1,
      76,        3,        1,
      76,        4,        1,
      77,        1,        1,
      77,        2,        1,
      77,        3,        1,
      77,        4,        1,
      78,        1,        1,
      78,        2,        1,
      78,        3,        1,
      78,        4,        1,
      79,        1,        1,
      79,        2,        1,
      79,        3,        1,
      79,        4,        1,
      80,        1,        1,
      80,        2,        1,
      80,        3,        1,
      80,        4,        1,
      81,        1,        1,
      81,        2,        1,
      81,        3,        1,
      81,        4,        1,
      82,        1,        1,
      82,        2,        1,
      82,        3,        1,
      82,        4,        1,
      83,        1,        1,
      83,        2,        1,
      83,        3,        1,
      83,        4,        1,
      84,        1,        1,
      84,        2,        1,
      84,        3,        1,
      84,        4,        1,
      85,        1,        1,
      85,        2,        1,
      85,        3,        1,
      85,        4,        1,
      86,        1,        1,
      86,        2,        1,
      86,        3,        1,
      86,        4,        1,
      87,        1,        1,
      87,        2,        1,
      87,        3,        1,
      87,        4,        1,
      88,        1,        1,
      88,        2,        1,
      88,        3,        1,
      88,        4,        1,
      89,        1,        1,
      89,        2,        1,
      89,        3,        1,
      89,        4,        1,
      90,        1,        1,
      90,        2,        1,
      90,        3,        1,
      90,        4,        1,
      91,        1,        1,
      91,        2,        1,
      91,        3,        1,
      91,        4,        1,
      92,        1,        1,
      92,        2,        1,
      92,        3,        1,
      92,        4,        1,
      93,        1,        1,
      93,        2,        1,
      93,        3,        1,
      93,        4,        1,
      94,        1,        1,
      94,        2,        1,
      94,        3,        1,
      94,        4,        1,
      95,        1,        1,
      95,        2,        1,
      95,        3,        1,
      95,        4,        1,
      96,        1,        1,
      96,        2,        1,
      96,        3,        1,
      96,        4,        1,
      97,        1,        1,
      97,        2,        1,
      97,        3,        1,
      97,        4,        1,
      98,        1,        1,
      98,        2,        1,
      98,        3,        1,
      98,        4,        1,
      99,        1,        1,
      99,        2,        1,
      99,        3,        1,
      99,        4,        1,
     100,        1,        1,
     100,        2,        1,
     100,        3,        1,
     100,        4,        1,
     101,        1,        1,
     101,        2,        1,
     101,        3,        1,
     101,        4,        1,
     102,        1,        1,
     102,        2,        1,
     102,        3,        1,
     102,        4,        1,
     103,        1,        1,
     103,        2,        1,
     103,        3,        1,
     103,        4,        1,
     104,        1,        1,
     104,        2,        1,
     104,        3,        1,
     104,        4,        1,
     105,        1,        1,
     105,        2,        1,
     105,        3,        1,
     105,        4,        1,
     106,        1,        1,
     106,        2,        1,
     106,        3,        1,
     106,        4,        1,
     107,        1,        1,
     107,        2,        1,
     107,        3,        1,
     107,        4,        1,
     108,        1,        1,
     108,        2,        1,
     108,        3,        1,
     108,        4,        1,
     109,        1,        1,
     109,        2,        1,
     109,        3,        1,
     109,        4,        1,
     110,        1,        1,
     110,        2,        1,
     110,        3,        1,
     110,        4,        1,
     111,        1,        1,
     111,        2,        1,
     111,        3,        1,
     111,        4,        1,
     112,        1,        1,
     112,        2,        1,
     112,        3,        1,
     112,        4,        1,
     113,        1,        1,
     113,        2,        1,
     113,        3,        1,
     113,        4,        1,
     114,        1,        1,
     114,        2,        1,
     114,        3,        1,
     114,        4,        1,
     115,        1,        1,
     115,        2,        1,
     115,        3,        1,
     115,        4,        1,
     116,        1,        1,
     116,        2,        1,
     116,        3,        1,
     116,        4,        1,
     117,        1,        1,
     117,        2,        1,
     117,        3,        1,
     117,        4,        1,
     118,        1,        1,
     118,        2,        1,
     118,        3,        1,
     118,        4,        1,
     119,        1,        1,
     119,        2,        1,
     119,        3,        1,
     119,        4,        1,
     120,        1,        1,
     120,        2,        1,
     120,        3,        1,
     120,        4,        1,
     121,        1,        1,
     121,        2,        1,
     121,        3,        1,
     121,        4,        1,
     122,        1,        1,
     122,        2,        1,
     122,        3,        1,
     122,        4,        1,
     123,        1,        1,
     123,        2,        1,
     123,        3,        1,
     123,        4,        1,
     124,        1,        1,
     124,        2,        1,
     124,        3,        1,
     124,        4,        1,
     125,        1,        1,
     125,        2,        1,
     125,        3,        1,
     125,        4,        1,
     126,        1,        1,
     126,        2,        1,
     126,        3,        1,
     126,        4,        1,
     127,        1,        1,
     127,        2,        1,
     127,        3,        1,
     127,        4,        1,
     128,        1,        1,
     128,        2,        1,
     128,        3,        1,
     128,        4,        1,
     129,        1,        1,
     129,        2,        1,
     129,        3,        1,
     129,        4,        1,
     130,        1,        1,
     130,        2,        1,
     130,        3,        1,
     130,        4,        1,
     131,        1,        1,
     131,        2,        1,
     131,        3,        1,
     131,        4,        1,
     132,        1,        1,
     132,        2,        1,
     132,        3,        1,
     132,        4,        1,
     133,        1,        1,
     133,        2,        1,
     133,        3,        1,
     133,        4,        1,
     134,        1,        1,
     134,        2,        1,
     134,        3,        1,
     134,        4,        1,
     135,        1,        1,
     135,        2,        1,
     135,        3,        1,
     135,        4,        1,
     136,        1,        1,
     136,        2,        1,
     136,        3,        1,
     136,        4,        1,
     137,        1,        1,
     137,        2,        1,
     137,        3,        1,
     137,        4,        1,
     138,        1,        1,
     138,        2,        1,
     138,        3,        1,
     138,        4,        1,
     139,        1,        1,
     139,        2,        1,
     139,        3,        1,
     139,        4,        1,
     140,        1,        1,
     140,        2,        1,
     140,        3,        1,
     140,        4,        1,
     141,        1,        1,
     141,        2,        1,
     141,        3,        1,
     141,        4,        1,
     142,        1,        1,
     142,        2,        1,
     142,        3,        1,
     142,        4,        1,
     143,        1,        1,
     143,        2,        1,
     143,        3,        1,
     143,        4,        1,
     144,        1,        1,
     144,        2,        1,
     144,        3,        1,
     144,        4,        1,
     145,        1,        1,
     145,        2,        1,
     145,        3,        1,
     145,        4,        1,
     146,        1,        1,
     146,        2,        1,
     146,        3,        1,
     146,        4,        1,
     147,        1,        1,
     147,        2,        1,
     147,        3,        1,
     147,        4,        1,
     148,        1,        1,
     148,        2,        1,
     148,        3,        1,
     148,        4,        1,
     149,        1,        1,
     149,        2,        1,
     149,        3,        1,
     149,        4,        1,
     150,        1,        1,
     150,        2,        1,
     150,        3,        1,
     150,        4,        1,
     151,        1,        1,
     151,        2,        1,
     151,        3,        1,
     151,        4,        1,
     152,        1,        1,
     152,        2,        1,
     152,        3,        1,
     152,        4,        1,
     153,        1,        1,
     153,        2,        1,
     153,        3,        1,
     153,        4,        1,
     154,        1,        1,
     154,        2,        1,
     154,        3,        1,
     154,        4,        1,
     155,        1,        1,
     155,        2,        1,
     155,        3,        1,
     155,        4,        1,
     156,        1,        1,
     156,        2,        1,
     156,        3,        1,
     156,        4,        1,
     157,        1,        1,
     157,        2,        1,
     157,        3,        1,
     157,        4,        1,
     158,        1,        1,
     158,        2,        1,
     158,        3,        1,
     158,        4,        1,
     159,        1,        1,
     159,        2,        1,
     159,        3,        1,
     159,        4,        1,
     160,        1,        1,
     160,        2,        1,
     160,        3,        1,
     160,        4,        1,
     161,        1,        1,
     161,        2,        1,
     161,        3,        1,
     161,        4,        1,
     162,        1,        1,
     162,        2,        1,
     162,        3,        1,
     162,        4,        1,
     163,        1,        1,
     163,        2,        1,
     163,        3,        1,
     163,        4,        1,
     164,        1,        1,
     164,        2,        1,
     164,        3,        1,
     164,        4,        1,
     165,        1,        1,
     165,        2,        1,
     165,        3,        1,
     165,        4,        1,
     166,        1,        1,
     166,        2,        1,
     166,        3,        1,
     166,        4,        1,
     167,        1,        1,
     167,        2,        1,
     167,        3,        1,
     167,        4,        1,
     168,        1,        1,
     168,        2,        1,
     168,        3,        1,
     168,        4,        1,
     169,        1,        1,
     169,        2,        1,
     169,        3,        1,
     169,        4,        1,
     170,        1,        1,
     170,        2,        1,
     170,        3,        1,
     170,        4,        1,
     171,        1,        1,
     171,        2,        1,
     171,        3,        1,
     171,        4,        1,
     172,        1,        1,
     172,        2,        1,
     172,        3,        1,
     172,        4,        1,
     173,        1,        1,
     173,        2,        1,
     173,        3,        1,
     173,        4,        1,
     174,        1,        1,
     174,        2,        1,
     174,        3,        1,
     174,        4,        1,
     175,        1,        1,
     175,        2,        1,
     175,        3,        1,
     175,        4,        1,
     176,        1,        1,
     176,        2,        1,
     176,        3,        1,
     176,        4,        1,
     177,        1,        1,
     177,        2,        1,
     177,        3,        1,
     177,        4,        1,
     178,        1,        1,
     178,        2,        1,
     178,        3,        1,
     178,        4,        1,
     179,        1,        1,
     179,        2,        1,
     179,        3,        1,
     179,        4,        1,
     180,        1,        1,
     180,        2,        1,
     180,        3,        1,
     180,        4,        1,
     181,        1,        1,
     181,        2,        1,
     181,        3,        1,
     181,        4,        1,
     182,        1,        1,
     182,        2,        1,
     182,        3,        1,
     182,        4,        1,
     183,        1,        1,
     183,        2,        1,
     183,        3,        1,
     183,        4,        1,
     184,        1,        1,
     184,        2,        1,
     184,        3,        1,
     184,        4,        1,
     185,        1,        1,
     185,        2,        1,
     185,        3,        1,
     185,        4,        1,
     186,        1,        1,
     186,        2,        1,
     186,        3,        1,
     186,        4,        1,
     187,        1,        1,
     187,        2,        1,
     187,        3,        1,
     187,        4,        1,
     188,        1,        1,
     188,        2,        1,
     188,        3,        1,
     188,        4,        1,
     189,        1,        1,
     189,        2,        1,
     189,        3,        1,
     189,        4,        1,
     190,        1,        1,
     190,        2,        1,
     190,        3,        1,
     190,        4,        1,
     191,        1,        1,
     191,        2,        1,
     191,        3,        1,
     191,        4,        1,
     192,        1,        1,
     192,        2,        1,
     192,        3,        1,
     192,        4,        1,
     193,        1,        1,
     193,        2,        1,
     193,        3,        1,
     193,        4,        1,
     194,        1,        1,
     194,        2,        1,
     194,        3,        1,
     194,        4,        1,
     195,        1,        1,
     195,        2,        1,
     195,        3,        1,
     195,        4,        1,
     196,        1,        1,
     196,        2,        1,
     196,        3,        1,
     196,        4,        1,
     197,        1,        1,
     197,        2,        1,
     197,        3,        1,
     197,        4,        1,
     198,        1,        1,
     198,        2,        1,
     198,        3,        1,
     198,        4,        1,
     199,        1,        1,
     199,        2,        1,
     199,        3,        1,
     199,        4,        1,
     200,        1,        1,
     200,        2,        1,
     200,        3,        1,
     200,        4,        1,
