time_step, outer_nonlinear_iteration, Inner_non_linear_iterations,
      70,        2,        1,
      70,        3,        3,
      70,        4,        1,
      71,        1,        1,
      71,        2,        1,
      71,        3,        2,
      71,        4,        2,
      72,        1,        1,
      72,        2,        1,
      72,        3,        1,
      73,        1,        1,
      73,        2,        1,
      73,        3,        1,
      74,        1,        1,
      74,        2,        1,
      74,        3,        1,
      74,        4,        1,
      75,        1,        1,
      75,        2,        1,
      75,        3,        1,
      75,        4,        1,
      76,        1,        1,
      76,        2,        1,
      76,        3,        1,
      76,        4,        1,
      77,        1,        1,
      77,        2,        1,
      77,        3,        1,
      77,        4,        1,
      78,        1,        1,
      78,        2,        1,
      78,        3,        1,
      78,        4,        1,
      79,        1,        1,
      79,        2,        1,
      79,        3,        1,
      79,        4,        1,
      80,        1,        1,
      80,        2,        1,
      80,        3,        1,
      81,        1,        1,
      81,        2,        1,
      81,        3,        1,
      81,        4,        1,
      82,        1,        1,
      82,        2,        1,
      82,        3,        1,
      83,        1,        1,
      83,        2,        1,
      83,        3,        1,
      84,        1,        1,
      84,        2,        1,
      84,        3,        1,
      85,        1,        1,
      85,        2,        1,
      85,        3,        1,
      86,        1,        1,
      86,        2,        1,
      86,        3,        1,
      87,        1,        1,
      87,        2,        1,
      87,        3,        1,
      88,        1,        1,
      88,        2,        1,
      88,        3,        1,
      89,        1,        1,
      89,        2,        1,
      89,        3,        1,
      90,        1,        1,
      90,        2,        1,
      90,        3,        1,
      91,        1,        1,
      91,        2,        1,
      91,        3,        1,
      92,        1,        1,
      92,        2,        1,
      92,        3,        1,
      93,        1,        1,
      93,        2,        1,
      93,        3,        1,
      94,        1,        1,
      94,        2,        1,
      94,        3,        1,
      95,        1,        1,
      95,        2,        1,
      95,        3,        1,
      96,        1,        1,
      96,        2,        1,
      96,        3,        1,
      97,        1,        1,
      97,        2,        1,
      97,        3,        1,
      98,        1,        1,
      98,        2,        1,
      98,        3,        1,
      99,        1,        1,
      99,        2,        1,
      99,        3,        1,
     100,        1,        1,
     100,        2,        1,
     100,        3,        1,
