time_step, outer_nonlinear_iteration, Inner_non_linear_iterations,
      47,        3,        5,
      48,        1,        1,
      48,        2,        1,
      48,        3,       10,
      49,        1,        1,
      49,        2,        1,
      49,        3,       10,
      50,        1,        1,
      50,        2,        1,
      50,        3,       10,
      51,        1,        1,
      51,        2,        1,
      51,        3,       10,
      52,        1,        1,
      52,        2,        1,
      52,        3,       10,
      53,        1,        1,
      53,        2,        1,
      53,        3,       10,
      54,        1,        1,
      54,        2,        1,
      54,        3,       10,
      55,        1,        1,
      55,        2,        1,
      55,        3,       10,
      56,        1,        1,
      56,        2,        1,
      56,        3,       10,
      57,        1,        1,
      57,        2,        1,
      57,        3,       10,
      58,        1,        1,
      58,        2,        1,
      58,        3,       10,
      59,        1,        1,
      59,        2,        1,
      59,        3,       10,
      60,        1,        1,
      60,        2,        1,
      60,        3,       10,
      61,        1,        1,
      61,        2,        1,
      61,        3,       10,
      62,        1,        1,
      62,        2,        1,
      62,        3,       10,
      63,        1,        1,
      63,        2,        1,
      63,        3,       10,
      64,        1,        1,
      64,        2,        1,
      64,        3,       10,
      65,        1,        1,
      65,        2,        1,
      65,        3,       10,
      66,        1,        1,
      66,        2,        1,
      66,        3,       10,
      67,        1,        1,
      67,        2,        1,
      67,        3,       10,
      68,        1,        1,
      68,        2,        1,
      68,        3,       10,
      69,        1,        1,
      69,        2,        1,
      69,        3,       10,
      70,        1,        1,
      70,        2,        1,
      70,        3,       10,
      71,        1,        1,
      71,        2,        1,
      71,        3,       10,
      72,        1,        1,
      72,        2,        1,
      72,        3,       10,
      73,        1,        1,
      73,        2,        1,
      73,        3,       10,
      74,        1,        1,
      74,        2,        1,
      74,        3,       10,
      75,        1,        1,
      75,        2,        1,
      75,        3,       10,
      76,        1,        1,
      76,        2,        1,
      76,        3,       10,
      77,        1,        1,
      77,        2,        1,
      77,        3,        4,
      78,        1,        1,
      78,        2,        1,
      78,        3,       10,
      79,        1,        1,
      79,        2,        1,
      79,        3,       10,
      80,        1,        1,
      80,        2,        1,
      80,        3,       10,
      81,        1,        1,
      81,        2,        1,
      81,        3,       10,
      82,        1,        1,
      82,        2,        1,
      82,        3,       10,
      83,        1,        1,
      83,        2,        1,
      83,        3,       10,
      84,        1,        1,
      84,        2,        1,
      84,        3,       10,
      85,        1,        1,
      85,        2,        1,
      85,        3,       10,
      86,        1,        1,
      86,        2,        1,
      86,        3,       10,
      87,        1,        1,
      87,        2,        1,
      87,        3,       10,
      88,        1,        1,
      88,        2,        1,
      88,        3,       10,
      89,        1,        1,
      89,        2,        1,
      89,        3,       10,
      90,        1,        1,
      90,        2,        1,
      90,        3,        5,
      91,        1,        1,
      91,        2,        1,
      91,        3,       10,
      92,        1,        1,
      92,        2,        1,
      92,        3,       10,
      93,        1,        1,
      93,        2,        1,
      93,        3,       10,
      94,        1,        1,
      94,        2,        1,
      94,        3,       10,
      95,        1,        1,
      95,        2,        1,
      95,        3,       10,
      96,        1,        1,
      96,        2,        1,
      96,        3,        4,
      97,        1,        1,
      97,        2,        1,
      97,        3,       10,
      98,        1,        1,
      98,        2,        1,
      98,        3,       10,
      99,        1,        1,
      99,        2,        1,
      99,        3,       10,
     100,        1,        1,
     100,        2,        1,
     100,        3,       10,
     101,        1,        1,
     101,        2,        1,
     101,        3,       10,
     102,        1,        1,
     102,        2,        1,
     102,        3,        4,
     103,        1,        1,
     103,        2,        1,
     103,        3,       10,
     104,        1,        1,
     104,        2,        1,
     104,        3,       10,
     105,        1,        1,
     105,        2,        1,
     105,        3,       10,
     106,        1,        1,
     106,        2,        1,
     106,        3,        4,
     107,        1,        1,
     107,        2,        1,
     107,        3,       10,
     108,        1,        1,
     108,        2,        1,
     108,        3,        4,
     109,        1,        1,
     109,        2,        1,
     109,        3,       10,
     110,        1,        1,
     110,        2,        1,
     110,        3,       10,
     111,        1,        1,
     111,        2,        1,
     111,        3,       10,
     112,        1,        1,
     112,        2,        1,
     112,        3,       10,
     113,        1,        1,
     113,        2,        1,
     113,        3,       10,
     114,        1,        1,
     114,        2,        1,
     114,        3,       10,
     115,        1,        1,
     115,        2,        1,
     115,        3,       10,
     116,        1,        1,
     116,        2,        1,
     116,        3,       10,
     117,        1,        1,
     117,        2,        1,
     117,        3,       10,
     118,        1,        1,
     118,        2,        1,
     118,        3,       10,
     119,        1,        1,
     119,        2,        1,
     119,        3,       10,
     120,        1,        1,
     120,        2,        1,
     120,        3,       10,
     121,        1,        1,
     121,        2,        1,
     121,        3,        4,
     122,        1,        1,
     122,        2,        1,
     122,        3,       10,
     123,        1,        1,
     123,        2,        1,
     123,        3,        4,
     124,        1,        1,
     124,        2,        1,
     124,        3,       10,
     125,        1,        1,
     125,        2,        1,
     125,        3,       10,
     126,        1,        1,
     126,        2,        1,
     126,        3,       10,
     127,        1,        1,
     127,        2,        1,
     127,        3,       10,
     128,        1,        1,
     128,        2,        1,
     128,        3,        4,
     129,        1,        1,
     129,        2,        1,
     129,        3,       10,
     130,        1,        1,
     130,        2,        1,
     130,        3,       10,
     131,        1,        1,
     131,        2,        1,
     131,        3,       10,
     132,        1,        1,
     132,        2,        1,
     132,        3,       10,
     133,        1,        1,
     133,        2,        1,
     133,        3,       10,
     134,        1,        1,
     134,        2,        1,
     134,        3,       10,
     135,        1,        1,
     135,        2,        1,
     135,        3,       10,
     136,        1,        1,
     136,        2,        1,
     136,        3,       10,
     137,        1,        1,
     137,        2,        1,
     137,        3,       10,
     138,        1,        1,
     138,        2,        1,
     138,        3,       10,
     139,        1,        1,
     139,        2,        1,
     139,        3,       10,
     140,        1,        1,
     140,        2,        1,
     140,        3,       10,
     141,        1,        1,
     141,        2,        1,
     141,        3,       10,
     142,        1,        1,
     142,        2,        1,
     142,        3,       10,
     143,        1,        1,
     143,        2,        1,
     143,        3,       10,
     144,        1,        1,
     144,        2,        1,
     144,        3,       10,
     145,        1,        1,
     145,        2,        1,
     145,        3,       10,
     146,        1,        1,
     146,        2,        1,
     146,        3,       10,
     147,        1,        1,
     147,        2,        1,
     147,        3,       10,
     148,        1,        1,
     148,        2,        1,
     148,        3,       10,
     149,        1,        1,
     149,        2,        1,
     149,        3,       10,
     150,        1,        1,
     150,        2,        1,
     150,        3,       10,
     151,        1,        1,
     151,        2,        1,
     151,        3,       10,
     152,        1,        1,
     152,        2,        1,
     152,        3,       10,
     153,        1,        1,
     153,        2,        1,
     153,        3,       10,
     154,        1,        1,
     154,        2,        1,
     154,        3,       10,
     155,        1,        1,
     155,        2,        1,
     155,        3,       10,
     156,        1,        1,
     156,        2,        1,
     156,        3,       10,
     157,        1,        1,
     157,        2,        1,
     157,        3,       10,
     158,        1,        1,
     158,        2,        1,
     158,        3,       10,
     159,        1,        1,
     159,        2,        1,
     159,        3,       10,
     160,        1,        1,
     160,        2,        1,
     160,        3,       10,
     161,        1,        1,
     161,        2,        1,
     161,        3,       10,
     162,        1,        1,
     162,        2,        1,
     162,        3,       10,
     163,        1,        1,
     163,        2,        1,
     163,        3,       10,
     164,        1,        1,
     164,        2,        1,
     164,        3,       10,
     165,        1,        1,
     165,        2,        1,
     165,        3,       10,
     166,        1,        1,
     166,        2,        1,
     166,        3,       10,
     167,        1,        1,
     167,        2,        1,
     167,        3,       10,
     168,        1,        1,
     168,        2,        1,
     168,        3,       10,
     169,        1,        1,
     169,        2,        1,
     169,        3,       10,
     170,        1,        1,
     170,        2,        1,
     170,        3,       10,
     171,        1,        1,
     171,        2,        1,
     171,        3,       10,
     172,        1,        1,
     172,        2,        1,
     172,        3,       10,
     173,        1,        1,
     173,        2,        1,
     173,        3,       10,
     174,        1,        1,
     174,        2,        1,
     174,        3,       10,
     175,        1,        1,
     175,        2,        1,
     175,        3,        5,
     176,        1,        1,
     176,        2,        1,
     176,        3,       10,
     177,        1,        1,
     177,        2,        1,
     177,        3,       10,
     178,        1,        1,
     178,        2,        1,
     178,        3,       10,
     179,        1,        1,
     179,        2,        1,
     179,        3,       10,
     180,        1,        1,
     180,        2,        1,
     180,        3,       10,
     181,        1,        1,
     181,        2,        1,
     181,        3,        2,
     181,        4,        2,
     182,        1,        1,
     182,        2,        1,
     182,        3,       10,
     183,        1,        1,
     183,        2,        1,
     183,        3,       10,
     184,        1,        1,
     184,        2,        1,
     184,        3,        2,
     185,        1,        1,
     185,        2,        1,
     185,        3,        2,
     185,        4,        2,
     186,        1,        1,
     186,        2,        1,
     186,        3,        2,
     186,        4,        2,
     187,        1,        1,
     187,        2,        1,
     187,        3,        2,
     187,        4,        2,
     188,        1,        1,
     188,        2,        1,
     188,        3,       10,
     189,        1,        1,
     189,        2,        1,
     189,        3,        2,
     189,        4,        2,
     190,        1,        1,
     190,        2,        1,
     190,        3,       10,
     191,        1,        1,
     191,        2,        1,
     191,        3,       10,
     192,        1,        1,
     192,        2,        1,
     192,        3,       10,
     193,        1,        1,
     193,        2,        1,
     193,        3,       10,
     194,        1,        1,
     194,        2,        1,
     194,        3,       10,
     195,        1,        1,
     195,        2,        1,
     195,        3,       10,
     196,        1,        1,
     196,        2,        1,
     196,        3,       10,
     197,        1,        1,
     197,        2,        1,
     197,        3,       10,
     198,        1,        1,
     198,        2,        1,
     198,        3,       10,
     199,        1,        1,
     199,        2,        1,
     199,        3,       10,
     200,        1,        1,
     200,        2,        1,
     200,        3,       10,
